Engine_Size,Cylinders,Fuel_Consumption_City,Fuel_Consumption_Hwy,Fuel_Consumption_Comb,Fuel_Consumption_Comb-1,CO2_Emissions,Fuel_Type_D,Fuel_Type_E,Fuel_Type_N,Fuel_Type_X,Fuel_Type_Z
1.5,4,4.5,5.1,4.7,60,111,False,False,False,True,False
1.8,4,5.4,5.8,5.6,50,131,False,False,False,True,False
2.5,4,10.1,7.7,9.0,31,212,False,False,False,True,False
2.5,4,10.5,8.2,9.5,30,220,False,False,False,True,False
2.5,4,6.9,7.6,7.2,39,169,False,False,False,True,False
2.5,4,10.0,7.6,8.9,32,208,False,False,False,True,False
2.5,4,10.6,8.1,9.4,30,220,False,False,False,True,False
5.7,8,18.8,14.0,16.6,17,382,False,False,False,True,False
3.5,6,13.0,9.5,11.4,25,267,False,False,False,True,False
3.5,6,14.4,10.2,12.5,23,290,False,False,False,True,False
2.7,4,12.0,10.0,11.1,25,261,False,False,False,True,False
3.5,6,12.6,10.0,11.4,25,267,False,False,False,True,False
2.7,4,12.7,10.5,11.7,24,274,False,False,False,True,False
2.7,4,12.4,11.4,11.9,24,279,False,False,False,True,False
3.5,6,13.1,10.5,11.9,24,280,False,False,False,True,False
3.5,6,13.6,11.2,12.5,23,292,False,False,False,True,False
3.5,6,13.8,11.7,12.9,22,300,False,False,False,True,False
4.6,8,15.9,12.3,14.3,20,335,False,False,False,True,False
5.7,8,17.3,13.0,15.4,18,360,False,False,False,True,False
4.6,8,16.9,12.9,15.1,19,351,False,False,False,True,False
5.7,8,18.2,14.1,16.3,17,380,False,False,False,True,False
2.7,4,11.6,9.0,10.4,27,244,False,False,False,True,False
3.5,6,12.5,9.0,10.9,26,256,False,False,False,True,False
2.7,4,11.6,9.2,10.5,27,241,False,False,False,True,False
3.5,6,12.8,9.3,11.3,25,263,False,False,False,True,False
1.5,4,7.2,5.6,6.4,44,151,False,False,False,True,False
1.5,4,7.6,5.7,6.7,42,157,False,False,False,True,False
1.5,4,7.8,6.6,7.3,39,170,False,False,False,True,False
1.5,4,7.7,6.3,7.1,40,165,False,False,False,True,False
1.8,4,9.6,7.0,8.4,34,196,False,False,False,True,False
1.8,4,9.5,6.9,8.4,34,196,False,False,False,True,False
1.8,4,9.6,7.0,8.4,34,196,False,False,False,True,False
1.8,4,9.7,7.5,8.7,32,203,False,False,False,True,False
2.0,4,10.7,7.7,9.3,30,217,False,False,False,False,True
1.8,4,9.3,6.5,8.1,35,189,False,False,False,True,False
1.8,4,9.3,6.4,8.0,35,187,False,False,False,True,False
2.0,4,9.5,7.2,8.5,33,198,False,False,False,True,False
2.0,4,9.4,6.9,8.3,34,193,False,False,False,True,False
2.0,4,10.4,7.9,9.3,30,216,False,False,False,False,True
2.0,4,10.9,7.7,9.4,30,220,False,False,False,False,True
1.8,4,9.4,6.8,8.2,34,193,False,False,False,True,False
1.8,4,9.5,6.6,8.2,34,192,False,False,False,True,False
1.4,4,8.5,6.0,7.3,39,173,False,False,False,True,False
1.4,4,8.3,5.9,7.2,39,168,False,False,False,True,False
1.8,4,9.2,6.4,8.0,35,186,False,False,False,True,False
1.8,4,9.4,6.4,8.1,35,189,False,False,False,True,False
2.0,4,9.8,7.0,8.6,33,201,False,False,False,True,False
2.0,4,10.1,7.2,8.8,32,207,False,False,False,True,False
1.4,4,5.7,4.9,5.3,53,124,False,False,False,False,True
1.8,4,9.4,6.3,8.0,35,187,False,False,False,True,False
1.8,4,9.5,6.4,8.1,35,189,False,False,False,True,False
3.6,6,11.9,8.5,10.4,27,243,False,False,False,True,False
2.0,4,11.7,9.5,10.7,26,251,False,False,False,False,True
2.0,4,13.0,9.0,11.2,25,259,False,False,False,False,True
2.0,4,11.6,9.3,10.6,27,248,False,False,False,False,True
3.6,6,14.1,10.4,12.4,23,292,False,False,False,True,False
3.0,6,11.2,8.4,9.8,29,270,True,False,False,False,False
2.5,5,11.8,8.6,10.3,27,239,False,False,False,True,False
2.0,4,9.6,6.7,8.3,34,193,False,False,False,True,False
2.5,5,11.6,8.2,10.1,28,233,False,False,False,True,False
2.0,4,9.6,6.7,8.3,34,193,False,False,False,True,False
2.5,5,11.6,8.2,10.1,28,233,False,False,False,True,False
2.0,4,10.6,7.7,9.3,30,218,False,False,False,False,True
2.0,4,11.3,8.2,9.9,29,231,False,False,False,False,True
3.0,6,13.0,9.0,11.2,25,259,False,False,False,True,False
3.0,6,13.0,9.0,11.2,25,259,False,False,False,True,False
2.0,4,9.6,6.7,8.3,34,193,False,False,False,True,False
2.5,5,11.8,8.6,10.3,27,239,False,False,False,True,False
2.0,4,9.6,6.7,8.3,34,193,False,False,False,True,False
2.5,5,11.6,8.2,10.1,28,233,False,False,False,True,False
2.0,4,11.3,8.2,9.9,29,231,False,False,False,False,True
3.0,6,13.0,9.0,11.2,25,259,False,False,False,True,False
3.0,6,13.0,9.0,11.2,25,259,False,False,False,True,False
2.0,4,10.3,7.6,9.1,31,213,False,False,False,True,False
2.5,5,12.5,9.2,11.0,26,254,False,False,False,True,False
2.0,4,11.0,8.1,9.7,29,226,False,False,False,False,True
2.0,4,11.8,9.1,10.6,27,247,False,False,False,False,True
3.0,6,13.7,10.1,12.0,24,276,False,False,False,True,False
2.0,4,10.3,7.6,9.1,31,213,False,False,False,True,False
2.5,5,12.5,9.2,11.0,26,254,False,False,False,True,False
2.0,4,10.6,9.1,10.0,28,232,False,False,False,False,True
2.0,4,10.8,9.5,10.2,28,239,False,False,False,False,True
2.0,4,11.5,9.5,10.6,27,247,False,False,False,False,True
2.4,4,9.4,6.8,8.2,34,192,False,False,False,False,True
3.5,6,12.6,9.0,11.0,26,259,False,False,False,False,True
3.5,6,12.2,9.0,10.7,26,251,False,False,False,False,True
3.0,6,9.1,9.0,9.0,31,210,False,False,False,False,True
3.5,6,11.1,10.8,11.0,26,261,False,False,False,False,True
3.5,6,12.4,8.7,10.7,26,250,False,False,False,False,True
3.5,6,8.2,7.8,8.1,35,190,False,False,False,False,True
2.4,4,9.6,6.6,8.3,34,197,False,False,False,False,True
3.5,6,11.2,7.5,9.6,29,226,False,False,False,False,True
1.8,4,9.7,6.9,8.4,34,197,False,False,False,False,True
1.8,4,9.7,6.9,8.4,34,197,False,False,False,False,True
2.0,4,10.0,7.2,8.7,32,205,False,False,False,False,True
2.0,4,10.5,7.7,9.2,31,217,False,False,False,False,True
2.9,6,13.8,9.6,11.9,24,280,False,False,False,False,True
5.2,12,15.5,11.4,13.7,21,322,False,False,False,False,True
6.0,12,16.7,10.9,14.1,20,331,False,False,False,False,True
6.0,12,17.5,11.4,14.7,19,345,False,False,False,False,True
6.0,12,19.4,12.8,16.4,17,388,False,False,False,False,True
6.0,12,23.2,14.4,19.2,15,450,False,False,False,False,True
2.0,4,9.1,6.8,8.0,35,188,False,False,False,True,False
2.0,4,9.7,7.5,8.7,32,205,False,False,False,True,False
2.0,4,10.8,8.0,9.5,30,223,False,False,False,True,False
2.0,4,8.6,6.4,7.6,37,177,False,False,False,False,True
2.0,4,9.8,7.7,8.8,32,205,False,False,False,False,True
2.0,4,9.9,7.0,8.6,33,204,False,False,False,False,True
2.0,4,10.2,8.3,9.3,30,217,False,False,False,False,True
2.0,4,11.0,8.0,9.7,29,226,False,False,False,False,True
2.0,4,10.4,7.3,9.0,31,210,False,False,False,False,True
2.0,4,11.3,8.2,9.9,29,231,False,False,False,False,True
2.0,4,10.9,7.5,9.4,30,220,False,False,False,False,True
3.0,6,11.5,8.2,10.0,28,238,False,False,False,False,True
3.0,6,11.5,8.2,10.0,28,238,False,False,False,False,True
3.0,6,12.6,8.0,10.5,27,246,False,False,False,False,True
4.0,8,12.9,8.0,10.7,26,249,False,False,False,False,True
4.0,8,13.1,8.3,10.9,26,255,False,False,False,False,True
2.0,4,11.9,8.4,10.3,27,243,False,False,False,False,True
2.0,4,11.9,8.4,10.3,27,241,False,False,False,False,True
2.0,4,12.0,8.6,10.5,27,246,False,False,False,False,True
3.0,6,13.2,9.2,11.4,25,267,False,False,False,False,True
2.0,4,11.9,9.6,10.8,26,253,False,False,False,False,True
3.0,6,12.6,9.4,11.1,25,260,False,False,False,False,True
5.2,10,16.5,11.2,14.1,20,330,False,False,False,False,True
5.2,10,16.5,11.2,14.1,20,330,False,False,False,False,True
4.0,8,16.2,9.3,13.1,22,309,False,False,False,False,True
2.0,4,11.0,8.5,9.9,29,232,False,False,False,False,True
3.0,6,13.0,8.5,11.0,26,259,False,False,False,False,True
3.0,6,13.8,9.0,11.7,24,273,False,False,False,False,True
3.0,6,13.3,9.1,11.4,25,266,False,False,False,False,True
4.0,8,13.3,8.8,11.3,25,263,False,False,False,False,True
4.0,8,13.4,8.8,11.4,25,265,False,False,False,False,True
4.0,8,16.2,9.9,13.4,21,312,False,False,False,False,True
3.0,6,14.1,9.9,12.2,23,285,False,False,False,False,True
2.0,4,10.1,7.8,9.1,31,209,False,False,False,True,False
2.0,4,10.1,7.8,9.1,31,209,False,False,False,True,False
2.0,4,10.3,8.6,9.5,30,222,False,False,False,False,True
6.0,12,18.8,12.2,15.9,18,370,False,False,False,False,True
4.0,8,16.1,9.4,13.1,22,307,False,False,False,False,True
6.0,12,18.9,11.2,15.4,18,360,False,False,False,False,True
4.0,8,17.7,10.3,14.4,20,337,False,False,False,False,True
6.0,12,19.6,11.7,16.0,18,375,False,False,False,False,True
4.0,8,17.0,9.9,13.8,20,321,False,False,False,False,True
6.0,12,19.6,11.7,16.0,18,375,False,False,False,False,True
6.8,8,21.3,12.8,17.5,16,407,False,False,False,False,True
6.8,8,22.2,13.6,18.3,15,430,False,False,False,False,True
2.0,4,10.0,7.2,8.7,32,207,False,False,False,False,True
2.0,4,9.8,6.8,8.4,34,197,False,False,False,False,True
2.0,4,11.1,7.3,9.4,30,219,False,False,False,False,True
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
2.0,4,10.2,7.4,9.0,31,210,False,False,False,False,True
2.0,4,10.0,6.5,8.4,34,200,False,False,False,False,True
2.0,4,10.2,6.7,8.6,33,202,False,False,False,False,True
2.0,4,10.3,6.9,8.8,32,206,False,False,False,False,True
2.0,4,7.9,5.9,7.0,40,189,True,False,False,False,False
2.0,4,7.9,5.9,7.0,40,189,True,False,False,False,False
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
3.0,6,11.1,7.8,9.6,29,224,False,False,False,False,True
3.0,6,12.2,8.2,10.4,27,242,False,False,False,False,True
3.0,6,11.4,7.8,9.8,29,228,False,False,False,False,True
3.0,6,12.2,8.5,10.5,27,246,False,False,False,False,True
3.0,6,11.9,8.1,10.2,28,238,False,False,False,False,True
2.0,4,10.6,7.3,9.1,31,211,False,False,False,False,True
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
3.0,6,11.1,7.8,9.6,29,224,False,False,False,False,True
3.0,6,12.2,8.2,10.4,27,242,False,False,False,False,True
3.0,6,11.9,8.1,10.2,28,238,False,False,False,False,True
3.0,6,11.4,7.8,9.8,29,228,False,False,False,False,True
3.0,6,12.2,8.5,10.5,27,246,False,False,False,False,True
3.0,6,11.4,7.8,9.8,29,228,False,False,False,False,True
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
3.0,6,11.4,7.8,9.8,29,228,False,False,False,False,True
3.0,6,12.4,8.4,10.6,27,249,False,False,False,False,True
3.0,6,12.4,8.4,10.6,27,249,False,False,False,False,True
4.4,8,14.7,9.7,12.5,23,292,False,False,False,False,True
4.4,8,13.8,9.1,11.7,24,273,False,False,False,False,True
4.4,8,14.7,9.7,12.5,23,292,False,False,False,False,True
3.0,6,11.9,8.1,10.2,28,238,False,False,False,False,True
4.4,8,13.8,9.1,11.7,24,273,False,False,False,False,True
4.4,8,14.7,9.7,12.5,23,292,False,False,False,False,True
4.4,8,14.7,9.7,12.5,23,292,False,False,False,False,True
4.4,8,14.7,9.7,12.5,23,292,False,False,False,False,True
3.0,6,11.8,8.9,10.5,27,245,False,False,False,False,True
3.0,6,13.1,9.2,11.4,25,267,False,False,False,False,True
3.0,6,11.1,7.8,9.6,29,224,False,False,False,False,True
3.0,6,12.2,8.2,10.4,27,242,False,False,False,False,True
3.0,6,11.1,7.8,9.6,29,224,False,False,False,False,True
3.0,6,12.5,8.4,10.7,26,250,False,False,False,False,True
3.0,6,11.4,7.8,9.8,29,228,False,False,False,False,True
3.0,6,11.4,7.8,9.8,29,228,False,False,False,False,True
3.0,6,14.0,9.7,12.1,23,284,False,False,False,False,True
3.0,6,13.7,9.1,11.7,24,273,False,False,False,False,True
3.0,6,14.1,9.6,12.1,23,283,False,False,False,False,True
3.0,6,13.7,9.1,11.7,24,273,False,False,False,False,True
3.0,6,14.0,9.7,12.1,23,284,False,False,False,False,True
3.0,6,13.7,9.1,11.7,24,273,False,False,False,False,True
4.4,8,17.2,11.6,14.7,19,343,False,False,False,False,True
4.4,8,16.2,10.9,13.8,20,324,False,False,False,False,True
4.4,8,17.2,11.6,14.7,19,343,False,False,False,False,True
4.4,8,16.2,10.9,13.8,20,324,False,False,False,False,True
4.4,8,17.2,11.6,14.7,19,343,False,False,False,False,True
4.4,8,16.2,10.9,13.8,20,324,False,False,False,False,True
6.6,12,17.7,11.9,15.1,19,355,False,False,False,False,True
2.0,4,10.5,7.4,9.1,31,213,False,False,False,False,True
2.0,4,8.7,7.1,8.0,35,211,True,False,False,False,False
2.0,4,11.1,8.5,10.0,28,233,False,False,False,False,True
3.0,6,12.7,9.1,11.1,25,260,False,False,False,False,True
3.0,6,12.7,9.1,11.1,25,260,False,False,False,False,True
2.0,4,11.8,8.6,10.3,27,240,False,False,False,False,True
4.4,8,16.6,12.1,14.6,19,341,False,False,False,False,True
3.0,6,10.3,8.0,9.3,30,249,True,False,False,False,False
3.0,6,13.0,9.8,11.5,25,270,False,False,False,False,True
4.4,8,15.6,11.3,13.7,21,320,False,False,False,False,True
4.4,8,16.6,12.1,14.6,19,341,False,False,False,False,True
3.0,6,13.0,9.8,11.5,25,270,False,False,False,False,True
4.4,8,15.6,11.3,13.7,21,320,False,False,False,False,True
3.6,6,15.7,10.6,13.4,21,315,False,False,False,True,False
3.6,6,16.0,10.9,13.7,21,322,False,False,False,True,False
1.4,4,9.3,7.2,8.3,34,194,False,False,False,True,False
1.4,4,8.6,7.1,7.9,36,185,False,False,False,True,False
1.4,4,9.8,7.7,8.8,32,208,False,False,False,True,False
1.4,4,8.9,7.6,8.3,34,196,False,False,False,True,False
2.0,4,11.8,9.1,10.6,27,248,False,False,False,False,True
2.5,4,11.1,8.4,9.9,29,232,False,False,False,True,False
3.6,6,11.2,7.5,9.5,30,224,False,False,False,True,False
3.6,6,11.6,8.1,10.0,28,235,False,False,False,True,False
2.0,4,11.5,8.0,9.9,29,233,False,False,False,False,True
2.0,4,12.1,8.9,10.7,26,250,False,False,False,False,True
2.4,4,11.3,7.6,9.7,29,226,False,False,False,True,False
2.0,4,10.6,7.7,9.3,30,217,False,False,False,False,True
2.0,4,11.8,8.0,10.1,28,236,False,False,False,False,True
2.5,4,10.7,7.4,9.2,31,216,False,False,False,True,False
3.6,6,11.6,8.0,10.0,28,234,False,False,False,True,False
2.0,4,10.8,7.9,9.5,30,222,False,False,False,False,True
3.6,6,12.2,8.6,10.6,27,248,False,False,False,True,False
3.6,6,13.9,9.4,11.9,24,279,False,False,False,False,True
3.6,6,14.4,10.4,12.6,22,295,False,False,False,False,True
2.0,4,11.0,7.8,9.5,30,223,False,False,False,False,True
3.0,6,13.0,9.1,11.2,25,263,False,False,False,False,True
3.6,6,12.8,8.8,11.0,26,259,False,False,False,True,False
2.0,4,11.0,7.8,9.5,30,223,False,False,False,False,True
3.6,6,11.6,8.0,10.0,28,234,False,False,False,True,False
2.0,4,11.2,8.2,9.8,29,229,False,False,False,False,True
3.6,6,12.2,8.6,10.6,27,248,False,False,False,True,False
3.6,6,15.0,9.9,12.7,22,299,False,False,False,False,True
6.2,8,16.5,11.1,14.0,20,329,False,False,False,False,True
6.2,8,16.1,11.7,14.1,20,331,False,False,False,False,True
3.6,6,12.1,8.6,10.5,27,245,False,False,False,True,False
3.6,6,12.9,8.9,11.1,25,260,False,False,False,True,False
3.6,6,13.2,8.5,11.1,25,260,False,False,False,True,False
3.6,6,13.7,9.0,11.6,24,272,False,False,False,True,False
3.6,6,15.0,10.3,12.8,22,299,False,False,False,False,True
2.0,4,10.9,7.7,9.5,30,222,False,False,False,False,True
2.0,4,11.9,8.0,10.1,28,236,False,False,False,False,True
3.6,6,12.3,8.6,10.6,27,249,False,False,False,True,False
3.6,6,14.4,8.4,11.7,24,274,False,False,False,True,False
6.2,8,14.2,8.7,11.7,24,273,False,False,False,False,True
6.2,8,14.3,9.4,12.1,23,284,False,False,False,False,True
6.2,8,19.0,11.6,15.6,18,367,False,False,False,False,True
6.2,8,17.2,12.0,14.9,19,349,False,False,False,False,True
2.0,4,9.8,9.0,9.4,30,220,False,False,False,True,False
2.5,4,12.0,9.2,10.7,26,252,False,False,False,True,False
2.5,4,12.2,9.2,10.9,26,254,False,False,False,True,False
2.8,4,10.8,7.9,9.5,30,255,True,False,False,False,False
3.6,6,13.4,9.6,11.7,24,274,False,False,False,True,False
2.5,4,12.7,9.6,11.3,25,263,False,False,False,True,False
2.8,4,12.1,8.4,10.4,27,280,True,False,False,False,False
3.6,6,14.0,9.9,12.2,23,286,False,False,False,True,False
2.8,4,12.5,10.7,11.7,24,315,True,False,False,False,False
3.6,6,15.0,13.0,14.1,20,331,False,False,False,True,False
6.2,8,15.2,8.9,12.4,23,290,False,False,False,False,True
6.2,8,14.2,9.0,11.9,24,278,False,False,False,False,True
6.2,8,17.6,10.3,14.3,20,336,False,False,False,False,True
6.2,8,15.6,10.6,13.4,21,312,False,False,False,False,True
1.4,4,7.9,5.9,7.0,40,165,False,False,False,True,False
1.4,4,8.3,6.0,7.3,39,170,False,False,False,True,False
1.4,4,8.1,6.0,7.2,39,169,False,False,False,True,False
1.6,4,7.6,5.0,6.4,44,172,True,False,False,False,False
1.6,4,7.7,4.5,6.3,45,169,True,False,False,False,False
1.4,4,8.1,6.2,7.3,39,172,False,False,False,True,False
1.4,4,8.3,6.4,7.4,38,173,False,False,False,True,False
1.4,4,8.4,6.4,7.5,38,176,False,False,False,True,False
2.4,4,11.0,7.5,9.4,30,221,False,False,False,True,False
2.4,4,11.0,7.5,9.4,30,221,False,False,False,True,False
2.4,4,15.6,11.0,13.6,21,223,False,True,False,False,False
3.6,6,14.1,9.7,12.1,23,285,False,False,False,True,False
2.4,4,11.5,8.3,10.1,28,237,False,False,False,True,False
2.4,4,11.5,8.3,10.1,28,237,False,False,False,True,False
2.4,4,16.3,11.8,14.2,20,234,False,True,False,False,False
3.6,6,15.0,10.4,13.0,22,304,False,False,False,True,False
6.0,8,21.8,14.8,18.6,15,438,False,False,False,True,False
6.0,8,22.3,14.9,19.0,15,445,False,False,False,True,False
2.5,4,10.9,7.9,9.5,30,224,False,False,False,True,False
3.6,6,12.5,8.3,10.6,27,249,False,False,False,True,False
3.6,6,17.0,11.7,14.6,19,240,False,True,False,False,False
1.5,4,8.8,6.5,7.8,36,182,False,False,False,True,False
2.0,4,10.7,7.1,9.1,31,212,False,False,False,False,True
1.8,4,4.8,5.5,5.1,55,121,False,False,False,True,False
5.3,8,14.6,10.3,12.7,22,297,False,False,False,True,False
5.3,8,15.2,10.7,13.1,22,309,False,False,False,True,False
6.2,8,15.9,11.2,13.8,20,324,False,False,False,False,True
4.3,6,13.4,10.0,11.9,24,279,False,False,False,True,False
4.3,6,19.3,14.3,17.1,17,284,False,True,False,False,False
5.3,8,14.6,10.3,12.7,22,298,False,False,False,True,False
5.3,8,19.7,13.9,17.1,17,284,False,True,False,False,False
5.3,8,15.0,10.7,13.1,22,307,False,False,False,True,False
5.3,8,15.9,11.5,13.9,20,327,False,False,False,True,False
6.2,8,16.0,11.7,14.1,20,330,False,False,False,False,True
4.3,6,14.1,10.6,12.5,23,294,False,False,False,True,False
4.3,6,20.2,15.2,18.0,16,294,False,True,False,False,False
5.3,8,15.0,10.7,13.1,22,307,False,False,False,True,False
5.3,8,20.7,14.4,17.9,16,315,False,True,False,False,False
5.3,8,14.4,11.2,13.0,22,303,False,False,False,True,False
1.4,4,8.8,6.6,7.8,36,184,False,False,False,True,False
1.4,4,8.4,6.3,7.4,38,174,False,False,False,True,False
1.8,4,9.7,6.9,8.4,34,197,False,False,False,True,False
1.8,4,9.2,7.1,8.3,34,194,False,False,False,True,False
1.4,4,8.8,6.6,7.8,36,184,False,False,False,True,False
1.4,4,8.4,6.3,7.4,38,174,False,False,False,True,False
1.8,4,9.7,6.9,8.4,34,197,False,False,False,True,False
1.8,4,9.2,7.1,8.3,34,194,False,False,False,True,False
1.4,4,7.8,6.2,7.1,40,167,False,False,False,True,False
1.4,4,8.0,6.2,7.2,39,168,False,False,False,True,False
5.3,8,15.1,10.4,13.0,22,305,False,False,False,True,False
5.3,8,15.1,10.4,13.0,22,305,False,False,False,True,False
5.3,8,20.0,13.5,17.1,17,284,False,True,False,False,False
5.3,8,15.4,10.8,13.3,21,312,False,False,False,True,False
5.3,8,15.4,10.8,13.3,21,312,False,False,False,True,False
5.3,8,22.1,15.4,19.1,15,317,False,True,False,False,False
5.3,8,15.1,10.4,13.0,22,305,False,False,False,True,False
5.3,8,15.1,10.4,13.0,22,305,False,False,False,True,False
5.3,8,20.0,13.5,17.1,17,284,False,True,False,False,False
5.3,8,15.2,10.8,13.2,21,310,False,False,False,True,False
5.3,8,15.2,10.8,13.2,21,310,False,False,False,True,False
5.3,8,20.8,14.5,18.0,16,299,False,True,False,False,False
3.6,6,15.7,10.6,13.4,21,315,False,False,False,True,False
3.6,6,16.0,10.9,13.7,21,322,False,False,False,True,False
1.4,4,9.3,7.2,8.3,34,194,False,False,False,True,False
1.4,4,9.2,7.1,8.2,34,194,False,False,False,True,False
1.4,4,9.8,7.7,8.8,32,208,False,False,False,True,False
2.4,4,10.2,6.6,8.6,33,201,False,False,False,True,False
2.4,4,13.9,8.9,11.7,24,192,False,True,False,False,False
3.6,6,12.4,7.6,10.2,28,241,False,False,False,True,False
3.6,6,16.8,10.4,13.9,20,230,False,True,False,False,False
3.6,6,12.8,8.3,10.8,26,252,False,False,False,True,False
3.6,6,17.1,11.1,14.4,20,237,False,True,False,False,False
3.6,6,12.4,7.8,10.3,27,242,False,False,False,True,False
5.7,8,14.7,9.4,12.3,23,289,False,False,False,True,False
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
3.6,6,17.6,12.0,15.0,19,248,False,True,False,False,False
3.6,6,12.9,8.4,10.9,26,257,False,False,False,True,False
3.6,6,12.4,8.4,10.6,27,249,False,False,False,True,False
3.6,6,12.4,7.8,10.3,27,242,False,False,False,True,False
5.7,8,15.6,10.1,13.1,22,307,False,False,False,False,True
6.4,8,16.7,10.4,13.9,20,325,False,False,False,False,True
5.7,8,14.7,9.4,12.3,23,289,False,False,False,True,False
6.4,8,15.6,9.6,12.9,22,302,False,False,False,False,True
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
6.4,8,16.7,10.4,13.9,20,325,False,False,False,False,True
6.4,8,15.6,9.6,12.9,22,302,False,False,False,False,True
6.2,8,17.6,10.7,14.5,19,339,False,False,False,False,True
6.2,8,18.1,11.4,15.1,19,352,False,False,False,False,True
3.6,6,13.7,9.0,11.6,24,271,False,False,False,True,False
3.6,6,12.4,7.8,10.3,27,242,False,False,False,True,False
5.7,8,15.6,9.7,12.9,22,302,False,False,False,True,False
5.7,8,14.7,9.4,12.3,23,289,False,False,False,True,False
6.4,8,15.6,9.6,12.9,22,302,False,False,False,False,True
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
3.6,6,12.8,8.7,11.0,26,258,False,False,False,True,False
3.6,6,17.6,12.0,15.0,19,248,False,True,False,False,False
5.7,8,16.0,10.1,13.3,21,312,False,False,False,True,False
6.4,8,15.6,9.6,12.9,22,302,False,False,False,False,True
6.2,8,17.6,10.7,14.5,19,339,False,False,False,False,True
3.6,6,12.7,9.6,11.3,25,265,False,False,False,True,False
5.7,8,16.6,10.7,14.0,20,328,False,False,False,True,False
3.6,6,13.7,9.4,11.8,24,276,False,False,False,True,False
3.6,6,19.4,13.3,16.7,17,274,False,True,False,False,False
2.4,4,12.7,9.2,11.1,25,261,False,False,False,True,False
3.6,6,14.2,9.5,12.1,23,284,False,False,False,True,False
3.6,6,19.1,13.2,16.4,17,274,False,True,False,False,False
3.6,6,14.5,10.0,12.4,23,292,False,False,False,True,False
8.4,10,19.9,12.6,16.6,17,387,False,False,False,False,True
1.4,4,9.3,6.5,8.0,35,187,False,False,False,True,False
1.4,4,9.0,6.7,7.9,36,185,False,False,False,True,False
1.4,4,8.7,7.1,8.0,35,186,False,False,False,True,False
1.4,4,8.0,6.5,7.3,39,171,False,False,False,True,False
1.4,4,8.7,7.1,8.0,35,186,False,False,False,True,False
1.4,4,7.7,6.1,7.0,40,163,False,False,False,True,False
1.4,4,9.7,7.4,8.7,32,202,False,False,False,True,False
1.4,4,8.5,7.1,7.9,36,186,False,False,False,True,False
1.4,4,9.7,7.4,8.7,32,202,False,False,False,True,False
1.4,4,8.5,7.1,7.9,36,186,False,False,False,True,False
1.4,4,10.7,7.9,9.4,30,221,False,False,False,True,False
1.4,4,9.5,7.1,8.4,34,197,False,False,False,True,False
2.4,4,10.7,7.7,9.3,30,219,False,False,False,True,False
2.4,4,11.0,8.0,9.7,29,226,False,False,False,True,False
2.0,4,5.7,6.2,5.9,48,138,False,False,False,True,False
2.0,4,11.5,8.0,9.9,29,233,False,False,False,True,False
2.0,4,11.3,8.0,9.8,29,230,False,False,False,True,False
3.5,6,13.5,9.1,11.5,25,270,False,False,False,True,False
2.0,4,11.9,8.6,10.4,27,244,False,False,False,True,False
2.7,6,13.8,9.8,12.0,24,281,False,False,False,True,False
3.5,6,13.9,10.0,12.1,23,284,False,False,False,True,False
1.5,4,10.2,7.8,9.1,31,214,False,False,False,True,False
2.0,4,10.6,8.0,9.5,30,222,False,False,False,True,False
2.5,4,11.1,8.1,9.7,29,229,False,False,False,True,False
2.5,4,15.2,10.8,13.3,21,219,False,True,False,False,False
1.5,4,10.7,8.3,9.6,29,226,False,False,False,True,False
2.0,4,11.5,8.7,10.2,28,239,False,False,False,True,False
3.5,6,15.9,12.0,14.2,20,333,False,False,False,True,False
3.5,6,16.1,12.2,14.3,20,337,False,False,False,True,False
2.3,4,12.6,8.6,10.8,26,254,False,False,False,True,False
3.5,6,13.9,9.7,12.0,24,281,False,False,False,True,False
3.5,6,18.7,12.9,16.1,18,264,False,True,False,False,False
2.3,4,13.1,9.2,11.3,25,266,False,False,False,True,False
3.5,6,14.8,10.7,13.0,22,305,False,False,False,True,False
3.5,6,14.4,10.5,12.6,22,296,False,False,False,True,False
3.5,6,19.6,14.2,17.2,16,284,False,True,False,False,False
2.7,6,12.2,9.3,10.9,26,256,False,False,False,True,False
2.7,6,12.4,9.8,11.2,25,263,False,False,False,True,False
2.7,6,13.1,9.8,11.6,24,272,False,False,False,True,False
3.5,6,12.7,9.5,11.3,25,264,False,False,False,True,False
3.5,6,13.0,10.2,11.7,24,274,False,False,False,True,False
3.5,6,13.8,10.7,12.4,23,290,False,False,False,True,False
3.5,6,13.2,9.7,11.6,24,272,False,False,False,True,False
3.5,6,17.9,13.2,15.8,18,258,False,True,False,False,False
5.0,8,15.4,10.6,13.2,21,310,False,False,False,True,False
5.0,8,20.5,14.3,17.7,16,291,False,True,False,False,False
